i,j,formula,eigvals,dopant_options
3130,0,Ga128S256Zn64,"[0.00000000e+00+1.61315762e-05j 8.94862484e-06+0.00000000e+00j
 2.29334438e-05+0.00000000e+00j ... 3.94497439e-02+0.00000000e+00j
 3.94497884e-02+0.00000000e+00j 3.99262565e-02+0.00000000e+00j]","{'Mo', 'Si', 'Ba', 'Cu', 'Cl', 'W', 'Na', 'Li', 'Ge', 'Cs'}"
3130,1,Cl2CuGa125Li2NaS245Zn62,"[0.00000000e+00+8.03981033e-06j 1.18185392e-05+0.00000000e+00j
 1.42165459e-05+0.00000000e+00j ... 4.72552377e-02+0.00000000e+00j
 4.72863418e-02+0.00000000e+00j 5.01996142e-02+0.00000000e+00j]","{'Mo', 'Si', 'Ba', 'Cu', 'Cl', 'W', 'Na', 'Li', 'Ge', 'Cs'}"
3130,2,BaCl4Cs2Ga119Li3S249Zn64,"[0.00000000e+00+3.62054349e-03j 0.00000000e+00+1.46430630e-05j
 1.12180539e-05+0.00000000e+00j ... 4.67251971e-02+0.00000000e+00j
 4.67996793e-02+0.00000000e+00j 5.24652124e-02+0.00000000e+00j]","{'Mo', 'Si', 'Ba', 'Cu', 'Cl', 'W', 'Na', 'Li', 'Ge', 'Cs'}"
3130,3,BaCl4CsGa122MoS244Zn63,"[0.00000000e+00+1.16756807e-05j 0.00000000e+00+3.75547519e-06j
 1.40874945e-05+0.00000000e+00j ... 4.83570523e-02+0.00000000e+00j
 5.06030296e-02+0.00000000e+00j 5.11864577e-02+0.00000000e+00j]","{'Mo', 'Si', 'Ba', 'Cu', 'Cl', 'W', 'Na', 'Li', 'Ge', 'Cs'}"
3131,0,B64K64N128Na128,"[0.00000000e+00+4.96576747e-05j 0.00000000e+00+3.28410445e-05j
 1.18697204e-04+0.00000000e+00j ... 2.00962502e-01+0.00000000e+00j
 2.00962847e-01+0.00000000e+00j 2.03437888e-01+0.00000000e+00j]","{'O', 'Ba', 'Cl', 'S', 'Ag', 'Se', 'F'}"
3131,1,AgB63FK64N123Na123O2S,"[0.        +2.52091971e-03j 0.        +3.28439180e-05j
 0.        +1.83407060e-05j ... 0.20924852+0.00000000e+00j
 0.21583222+0.00000000e+00j 0.2173822 +0.00000000e+00j]","{'O', 'Ba', 'Cl', 'S', 'Ag', 'Se', 'F'}"
3131,2,AgB63ClF4K60N124Na125O2Se,"[0.00000000e+00+4.12124125e-03j 0.00000000e+00+3.46023606e-05j
 2.26059032e-06+0.00000000e+00j ... 2.16354883e-01+0.00000000e+00j
 2.21249289e-01+0.00000000e+00j 2.30837270e-01+0.00000000e+00j]","{'O', 'Ba', 'Cl', 'S', 'Ag', 'Se', 'F'}"
3131,3,B63ClF5K62N120Na121OS3,"[0.        +3.05723994e-03j 0.        +1.15467670e-03j
 0.        +2.41826999e-05j ... 0.22054772+0.00000000e+00j
 0.22294331+0.00000000e+00j 0.22671091+0.00000000e+00j]","{'O', 'Ba', 'Cl', 'S', 'Ag', 'Se', 'F'}"
3132,0,Ba144I288,"[0.00000000e+00+7.81188477e-06j 0.00000000e+00+3.57728684e-06j
 1.97823852e-06+0.00000000e+00j ... 1.19628436e-02+0.00000000e+00j
 1.19646205e-02+0.00000000e+00j 1.19647250e-02+0.00000000e+00j]","{'O', 'La', 'Tl', 'K', 'S', 'Cs', 'Rb'}"
3132,1,Ba139Cs4I280K2Rb2S,"[0.        +0.00160351j 0.        +0.00059195j 0.        +0.00029265j ...
 0.02166062+0.j         0.02332727+0.j         0.02566991+0.j        ]","{'O', 'La', 'Tl', 'K', 'S', 'Cs', 'Rb'}"
3132,2,Ba143CsI280KRb,"[0.00000000e+00+9.55920015e-04j 0.00000000e+00+5.96027665e-06j
 1.26286673e-06+0.00000000e+00j ... 1.26064442e-02+0.00000000e+00j
 1.27936192e-02+0.00000000e+00j 1.28239024e-02+0.00000000e+00j]","{'O', 'La', 'Tl', 'K', 'S', 'Cs', 'Rb'}"
3132,3,Ba142CsI280K2O,"[0.        +1.58869907e-03j 0.        +7.60135236e-06j
 0.        +9.78761256e-07j ... 0.02332092+0.00000000e+00j
 0.03764542+0.00000000e+00j 0.04467396+0.00000000e+00j]","{'O', 'La', 'Tl', 'K', 'S', 'Cs', 'Rb'}"
3132,4,Ba141CsI282KO2Rb3,"[0.00000000e+00+2.40694491e-04j 0.00000000e+00+2.74787055e-06j
 4.08905999e-06+0.00000000e+00j ... 3.43798812e-02+0.00000000e+00j
 3.79536681e-02+0.00000000e+00j 4.72210442e-02+0.00000000e+00j]","{'O', 'La', 'Tl', 'K', 'S', 'Cs', 'Rb'}"
3132,5,Ba142CsI284KOS2,"[0.00000000e+00+4.68884187e-06j 4.23457394e-06+0.00000000e+00j
 9.48379831e-06+0.00000000e+00j ... 3.07917765e-02+0.00000000e+00j
 3.29538980e-02+0.00000000e+00j 3.33277632e-02+0.00000000e+00j]","{'O', 'La', 'Tl', 'K', 'S', 'Cs', 'Rb'}"
3132,6,Ba137Cs5I274K2ORbS,"[0.        +0.00115658j 0.        +0.00070618j 0.        +0.00029452j ...
 0.02304356+0.j         0.03820577+0.j         0.04107809+0.j        ]","{'O', 'La', 'Tl', 'K', 'S', 'Cs', 'Rb'}"
3134,0,In128Te256Zn64,"[0.00000000e+00+7.67793193e-06j 0.00000000e+00+3.74234696e-06j
 4.47100569e-06+0.00000000e+00j ... 1.96240324e-02+0.00000000e+00j
 1.96241480e-02+0.00000000e+00j 1.97471771e-02+0.00000000e+00j]","{'Zr', 'In', 'Hf', 'Co', 'Li', 'Mg', 'Zn'}"
3134,1,CoIn126Te252Zn64,"[0.00000000e+00+7.80920273e-06j 0.00000000e+00+2.83578951e-06j
 8.21844899e-06+0.00000000e+00j ... 2.16152048e-02+0.00000000e+00j
 2.23603053e-02+0.00000000e+00j 2.53678935e-02+0.00000000e+00j]","{'Zr', 'In', 'Hf', 'Co', 'Li', 'Mg', 'Zn'}"
3134,2,In128LiTe254Zn63,"[0.00000000e+00+7.29424438e-06j 0.00000000e+00+6.69798162e-06j
 5.23748383e-06+0.00000000e+00j ... 2.11414746e-02+0.00000000e+00j
 3.36243214e-02+0.00000000e+00j 3.63317493e-02+0.00000000e+00j]","{'Zr', 'In', 'Hf', 'Co', 'Li', 'Mg', 'Zn'}"
3134,3,In125Li2Te247Zn64,"[0.00000000e+00+6.75667143e-06j 0.00000000e+00+3.48287809e-06j
 5.07171591e-06+0.00000000e+00j ... 2.85650422e-02+0.00000000e+00j
 3.08122545e-02+0.00000000e+00j 3.14511312e-02+0.00000000e+00j]","{'Zr', 'In', 'Hf', 'Co', 'Li', 'Mg', 'Zn'}"
3134,4,In127LiTe247Zn64Zr,"[0.00000000e+00+4.05928652e-06j 5.65118786e-06+0.00000000e+00j
 7.23003952e-06+0.00000000e+00j ... 2.51439012e-02+0.00000000e+00j
 3.13954324e-02+0.00000000e+00j 3.20588310e-02+0.00000000e+00j]","{'Zr', 'In', 'Hf', 'Co', 'Li', 'Mg', 'Zn'}"
3134,5,In125LiTe249Zn63Zr,"[0.00000000e+00+7.94056269e-06j 0.00000000e+00+4.90639097e-06j
 4.78879948e-06+0.00000000e+00j ... 2.13067947e-02+0.00000000e+00j
 3.57592911e-02+0.00000000e+00j 3.71452113e-02+0.00000000e+00j]","{'Zr', 'In', 'Hf', 'Co', 'Li', 'Mg', 'Zn'}"
3134,6,Co2In125Li2Te254Zn64,"[0.00000000e+00+5.99609215e-06j 6.24203537e-06+0.00000000e+00j
 7.12118477e-06+0.00000000e+00j ... 3.05632846e-02+0.00000000e+00j
 3.08549894e-02+0.00000000e+00j 3.41973944e-02+0.00000000e+00j]","{'Zr', 'In', 'Hf', 'Co', 'Li', 'Mg', 'Zn'}"
3139,0,Ba108Cu54F324,"[0.        +4.66127879e-03j 0.        +2.88685158e-05j
 0.        +8.05853276e-06j ... 0.05885164+0.00000000e+00j
 0.05924062+0.00000000e+00j 0.05924094+0.00000000e+00j]","{'O', 'Mo', 'Si', 'La', 'Cu', 'W', 'K', 'Ge', 'Cs', 'Rb'}"
3139,1,Ba106CsCu54F311KO11,"[0.00000000e+00+2.43401159e-03j 0.00000000e+00+1.45268429e-05j
 1.12029686e-05+0.00000000e+00j ... 8.45352488e-02+0.00000000e+00j
 8.48370725e-02+0.00000000e+00j 9.03103739e-02+0.00000000e+00j]","{'O', 'Mo', 'Si', 'La', 'Cu', 'W', 'K', 'Ge', 'Cs', 'Rb'}"
3139,2,Ba104Cu54F315O5,"[0.        +3.40653843e-03j 0.        +1.43013751e-03j
 0.        +2.32918806e-05j ... 0.06302176+0.00000000e+00j
 0.08087876+0.00000000e+00j 0.08666647+0.00000000e+00j]","{'O', 'Mo', 'Si', 'La', 'Cu', 'W', 'K', 'Ge', 'Cs', 'Rb'}"
3139,3,Ba107Cu52F317GeO4Rb,"[0.00000000e+00+3.05897156e-03j 0.00000000e+00+2.65880206e-05j
 3.15148951e-06+0.00000000e+00j ... 6.89623752e-02+0.00000000e+00j
 8.26546983e-02+0.00000000e+00j 8.28504831e-02+0.00000000e+00j]","{'O', 'Mo', 'Si', 'La', 'Cu', 'W', 'K', 'Ge', 'Cs', 'Rb'}"
3139,4,Ba106Cu50F314GeKO7,"[0.        +0.00265361j 0.        +0.00166417j 0.        +0.00039902j ...
 0.07740206+0.j         0.08069449+0.j         0.08219697+0.j        ]","{'O', 'Mo', 'Si', 'La', 'Cu', 'W', 'K', 'Ge', 'Cs', 'Rb'}"
3139,5,Ba106Cu53F316GeO7Rb2,"[0.        +3.23404023e-03j 0.        +1.19084282e-03j
 0.        +1.46469807e-05j ... 0.0697706 +0.00000000e+00j
 0.08263638+0.00000000e+00j 0.0833238 +0.00000000e+00j]","{'O', 'Mo', 'Si', 'La', 'Cu', 'W', 'K', 'Ge', 'Cs', 'Rb'}"
3139,6,Ba107Cu53F314O4Rb,"[0.        +2.22061363e-03j 0.        +1.61506683e-03j
 0.        +2.02041923e-05j ... 0.06019052+0.00000000e+00j
 0.06028924+0.00000000e+00j 0.0836839 +0.00000000e+00j]","{'O', 'Mo', 'Si', 'La', 'Cu', 'W', 'K', 'Ge', 'Cs', 'Rb'}"
3143,0,C108N108S108Sn54,"[0.        +0.00142847j 0.        +0.00142754j 0.        +0.00110718j ...
 0.25864249+0.j         0.25871876+0.j         0.2587193 +0.j        ]","{'O', 'La', 'N', 'Se', 'B', 'S', 'Ag', 'Al', 'Cs', 'F'}"
3144,0,Cl216Mn81Na54,"[0.00000000e+00+1.88418494e-05j 1.53230763e-05+0.00000000e+00j
 2.33268870e-05+0.00000000e+00j ... 2.74354323e-02+0.00000000e+00j
 2.86147070e-02+0.00000000e+00j 2.86148069e-02+0.00000000e+00j]","{'O', 'Er', 'Sb', 'W', 'Na', 'S', 'Li', 'Ho', 'Ca'}"
3144,1,Cl208Mn77Na54O2S2,"[0.        +2.50522394e-03j 0.        +1.75632776e-05j
 0.        +1.11649326e-05j ... 0.04977578+0.00000000e+00j
 0.05560553+0.00000000e+00j 0.05768105+0.00000000e+00j]","{'O', 'Er', 'Sb', 'W', 'Na', 'S', 'Li', 'Ho', 'Ca'}"
3144,2,Cl214LiMn80Na53S,"[0.        +1.71941783e-03j 0.        +1.65134860e-05j
 0.        +3.19928488e-06j ... 0.02938276+0.00000000e+00j
 0.03037904+0.00000000e+00j 0.03662737+0.00000000e+00j]","{'O', 'Er', 'Sb', 'W', 'Na', 'S', 'Li', 'Ho', 'Ca'}"
3144,3,Cl203LiMn80Na51OS7Sb,"[0.00000000e+00+1.13495626e-05j 8.60524724e-06+0.00000000e+00j
 1.80790166e-05+0.00000000e+00j ... 4.06899535e-02+0.00000000e+00j
 4.07016796e-02+0.00000000e+00j 4.50436566e-02+0.00000000e+00j]","{'O', 'Er', 'Sb', 'W', 'Na', 'S', 'Li', 'Ho', 'Ca'}"
3145,0,Ca36Cr36O252P72,"[0.00000000e+00+3.91776880e-05j 0.00000000e+00+1.37116181e-05j
 5.76677752e-05+0.00000000e+00j ... 1.42654196e-01+0.00000000e+00j
 1.42702419e-01+0.00000000e+00j 1.42702494e-01+0.00000000e+00j]","{'Mn', 'Si', 'La', 'Sc', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
3145,1,Ca33Cr35CsF2FeNaO245P72,"[2.46865367e-05+0.j 3.71083951e-05+0.j 4.94631914e-05+0.j ...
 1.47535649e-01+0.j 1.49553535e-01+0.j 1.53047218e-01+0.j]","{'Mn', 'Si', 'La', 'Sc', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
3145,2,Ca35Cr36CsF6O243P71,"[0.00000000e+00+4.02228713e-05j 0.00000000e+00+2.77516244e-05j
 4.00453470e-05+0.00000000e+00j ... 1.52596184e-01+0.00000000e+00j
 1.54373220e-01+0.00000000e+00j 1.54572036e-01+0.00000000e+00j]","{'Mn', 'Si', 'La', 'Sc', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
3145,3,Ca35Cr33F8NaO237P70Sc,"[0.00000000e+00+2.98410184e-05j 0.00000000e+00+1.05504458e-05j
 4.04571026e-05+0.00000000e+00j ... 1.52715442e-01+0.00000000e+00j
 1.56566317e-01+0.00000000e+00j 1.60788954e-01+0.00000000e+00j]","{'Mn', 'Si', 'La', 'Sc', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
3145,4,Ca35Cr35F4FeO247P70,"[0.00000000e+00+4.46639961e-05j 0.00000000e+00+2.50603898e-05j
 3.22873752e-05+0.00000000e+00j ... 1.51457367e-01+0.00000000e+00j
 1.52587869e-01+0.00000000e+00j 1.53333056e-01+0.00000000e+00j]","{'Mn', 'Si', 'La', 'Sc', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
3145,5,Ca35Cr36CsF2O246P70Si,"[0.        +6.08160764e-03j 0.        +2.95712781e-03j
 0.        +4.86386652e-05j ... 0.14317725+0.00000000e+00j
 0.14490406+0.00000000e+00j 0.15184184+0.00000000e+00j]","{'Mn', 'Si', 'La', 'Sc', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
3145,6,Ca35Cr33F2O248P71,"[0.00000000e+00+3.11488026e-05j 2.61867328e-05+0.00000000e+00j
 4.13486005e-05+0.00000000e+00j ... 1.51323030e-01+0.00000000e+00j
 1.53084733e-01+0.00000000e+00j 1.55149989e-01+0.00000000e+00j]","{'Mn', 'Si', 'La', 'Sc', 'K', 'Na', 'Fe', 'Cs', 'Rb', 'F'}"
3149,0,Cr125K125O250,"[0.00000000e+00+6.49233479e-05j 0.00000000e+00+3.99426048e-05j
 9.93301584e-05+0.00000000e+00j ... 5.91966675e-02+0.00000000e+00j
 6.13199257e-02+0.00000000e+00j 6.13214365e-02+0.00000000e+00j]","{'Cd', 'Ba', 'Sr', 'Ca', 'Cl', 'K', 'Na', 'Li', 'Mg', 'F'}"
3149,1,BaCl2Cr119F2K122MgO243,"[0.00000000e+00+6.20659014e-05j 9.59546622e-06+0.00000000e+00j
 2.62642065e-05+0.00000000e+00j ... 7.37837553e-02+0.00000000e+00j
 7.59701748e-02+0.00000000e+00j 7.68785336e-02+0.00000000e+00j]","{'Cd', 'Ba', 'Sr', 'Ca', 'Cl', 'K', 'Na', 'Li', 'Mg', 'F'}"
3149,2,BaCaCl2Cr119F4K119LiMgNaO241Sr,"[0.00000000e+00+5.15020481e-05j 1.10251540e-05+0.00000000e+00j
 4.90686024e-05+0.00000000e+00j ... 6.23315816e-02+0.00000000e+00j
 6.30811266e-02+0.00000000e+00j 6.50521036e-02+0.00000000e+00j]","{'Cd', 'Ba', 'Sr', 'Ca', 'Cl', 'K', 'Na', 'Li', 'Mg', 'F'}"
3149,3,BaClCr121FK123MgO242,"[0.        +3.27602805e-03j 0.        +2.72653630e-05j
 0.        +9.73922743e-06j ... 0.06068495+0.00000000e+00j
 0.06202944+0.00000000e+00j 0.06248447+0.00000000e+00j]","{'Cd', 'Ba', 'Sr', 'Ca', 'Cl', 'K', 'Na', 'Li', 'Mg', 'F'}"
3150,0,H96In96O192,"[0.        +0.15292223j 0.        +0.15292124j 0.        +0.15215134j ...
 0.16734702+0.j         0.1673474 +0.j         0.16767732+0.j        ]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Li', 'Cs', 'Mg', 'F'}"
3150,1,H94Cl2F2In93O188Sb,"[0.00000000e+00+0.00194033j 1.14955180e-05+0.j
 2.61654342e-05+0.j         ... 4.26435130e-01+0.j
 4.28275212e-01+0.j         4.48983562e-01+0.j        ]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Li', 'Cs', 'Mg', 'F'}"
3150,2,H93In95O187,"[0.00000000e+00+3.92301901e-05j 0.00000000e+00+9.89193956e-06j
 2.89566503e-05+0.00000000e+00j ... 4.39472442e-01+0.00000000e+00j
 4.43047374e-01+0.00000000e+00j 4.47484978e-01+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Li', 'Cs', 'Mg', 'F'}"
3150,3,H92FIn95KO190,"[0.00000000e+00+3.94253296e-05j 6.55520249e-06+0.00000000e+00j
 2.09287613e-05+0.00000000e+00j ... 3.39452243e-01+0.00000000e+00j
 4.49893602e-01+0.00000000e+00j 4.54727155e-01+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Li', 'Cs', 'Mg', 'F'}"
3150,4,H96Cl2F4In95O183Si,"[0.        +5.34872049e-03j 0.        +2.27378438e-05j
 0.        +1.35812979e-05j ... 0.42362805+0.00000000e+00j
 0.4295874 +0.00000000e+00j 0.43074683+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Li', 'Cs', 'Mg', 'F'}"
3150,5,H96Cl2F2In92NaO185,"[0.00000000e+00+6.00063823e-02j 0.00000000e+00+1.57173061e-05j
 1.07164922e-05+0.00000000e+00j ... 4.40320947e-01+0.00000000e+00j
 4.45652146e-01+0.00000000e+00j 4.46858427e-01+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Li', 'Cs', 'Mg', 'F'}"
3150,6,H96Cl3CsFIn93MgO186,"[0.00000000e+00+3.35062998e-05j 0.00000000e+00+2.32222870e-05j
 1.17518843e-05+0.00000000e+00j ... 4.28825733e-01+0.00000000e+00j
 4.41817276e-01+0.00000000e+00j 4.41846139e-01+0.00000000e+00j]","{'Si', 'Cl', 'Sb', 'W', 'K', 'Na', 'Li', 'Cs', 'Mg', 'F'}"
3151,0,Ba72Co36O252Si72,"[0.00000000e+00+3.28974184e-05j 0.00000000e+00+2.35250209e-05j
 1.57052196e-05+0.00000000e+00j ... 1.19880787e-01+0.00000000e+00j
 1.19880844e-01+0.00000000e+00j 1.21161184e-01+0.00000000e+00j]","{'Cl', 'P', 'K', 'Na', 'Li', 'V', 'Ge', 'Cs', 'Rb', 'F'}"
3151,1,Ba70Co35FO251RbSi71,"[0.        +2.15678537e-03j 0.        +2.98048712e-05j
 0.        +2.66807854e-05j ... 0.12130385+0.00000000e+00j
 0.12261902+0.00000000e+00j 0.12392393+0.00000000e+00j]","{'Cl', 'P', 'K', 'Na', 'Li', 'V', 'Ge', 'Cs', 'Rb', 'F'}"
3151,2,Ba72ClCo35NaO247Si69V,"[0.00000000e+00+3.07366566e-05j 0.00000000e+00+2.13215233e-05j
 3.22540003e-05+0.00000000e+00j ... 1.19787551e-01+0.00000000e+00j
 1.20268774e-01+0.00000000e+00j 1.20859536e-01+0.00000000e+00j]","{'Cl', 'P', 'K', 'Na', 'Li', 'V', 'Ge', 'Cs', 'Rb', 'F'}"
3151,3,Ba69Cl4Co36CsF4KLiO244RbSi70,"[0.00000000e+00+3.25715610e-05j 0.00000000e+00+2.44456337e-05j
 3.07208474e-05+0.00000000e+00j ... 1.28555498e-01+0.00000000e+00j
 1.30204414e-01+0.00000000e+00j 1.31260060e-01+0.00000000e+00j]","{'Cl', 'P', 'K', 'Na', 'Li', 'V', 'Ge', 'Cs', 'Rb', 'F'}"
3152,0,Cu54O216Sn72Sr18,"[0.00000000e+00+4.53234098e-05j 0.00000000e+00+4.37139806e-05j
 2.91029638e-05+0.00000000e+00j ... 8.01958775e-02+0.00000000e+00j
 8.05987159e-02+0.00000000e+00j 8.05988503e-02+0.00000000e+00j]","{'Cd', 'La', 'Cl', 'K', 'Co', 'Ta', 'Ge', 'Cs', 'Rb', 'F'}"
3152,1,Cl2Cu51F3GeO207Sn71Sr18,"[0.00000000e+00+5.09803848e-03j 0.00000000e+00+1.90455389e-05j
 3.06127062e-05+0.00000000e+00j ... 8.55029929e-02+0.00000000e+00j
 8.61762139e-02+0.00000000e+00j 8.93965040e-02+0.00000000e+00j]","{'Cd', 'La', 'Cl', 'K', 'Co', 'Ta', 'Ge', 'Cs', 'Rb', 'F'}"
3152,3,CdCl2Cu52F2O210Sn71Sr17,"[0.00000000e+00+3.84644834e-05j 0.00000000e+00+1.66112110e-05j
 2.88879121e-05+0.00000000e+00j ... 8.40618975e-02+0.00000000e+00j
 8.44753792e-02+0.00000000e+00j 8.46174907e-02+0.00000000e+00j]","{'Cd', 'La', 'Cl', 'K', 'Co', 'Ta', 'Ge', 'Cs', 'Rb', 'F'}"
3152,4,Cl2Cu53FO207Sn70Sr18,"[0.        +5.80515155e-03j 0.        +3.01351815e-05j
 0.        +9.49395364e-06j ... 0.08202143+0.00000000e+00j
 0.08221667+0.00000000e+00j 0.08334879+0.00000000e+00j]","{'Cd', 'La', 'Cl', 'K', 'Co', 'Ta', 'Ge', 'Cs', 'Rb', 'F'}"
3152,5,CdCl3Cu53F2O207Sn69Sr18,"[0.00000000e+00+6.18022812e-06j 9.19221681e-06+0.00000000e+00j
 2.23630037e-05+0.00000000e+00j ... 8.45904333e-02+0.00000000e+00j
 8.50196207e-02+0.00000000e+00j 8.57969236e-02+0.00000000e+00j]","{'Cd', 'La', 'Cl', 'K', 'Co', 'Ta', 'Ge', 'Cs', 'Rb', 'F'}"
3152,6,Cl2Cu51F4Ge2O206Sn70Sr18,"[0.00000000e+00+2.36123073e-05j 0.00000000e+00+1.18545867e-05j
 2.61013002e-05+0.00000000e+00j ... 8.29522311e-02+0.00000000e+00j
 8.69044393e-02+0.00000000e+00j 8.71663402e-02+0.00000000e+00j]","{'Cd', 'La', 'Cl', 'K', 'Co', 'Ta', 'Ge', 'Cs', 'Rb', 'F'}"
3154,0,As54Cu162S216,"[0.00000000e+00+2.76249585e-05j 1.89745433e-05+0.00000000e+00j
 2.62661698e-05+0.00000000e+00j ... 3.67881806e-02+0.00000000e+00j
 3.67882166e-02+0.00000000e+00j 3.67883294e-02+0.00000000e+00j]","{'O', 'Si', 'Cu', 'N', 'Cl', 'Li', 'Hg', 'Ge', 'Cr', 'Zn'}"
3154,1,As51Cl2Cu156N2O3S211Zn,"[0.        +3.71242677e-03j 0.        +2.24503202e-05j
 0.        +7.98873662e-06j ... 0.10987421+0.00000000e+00j
 0.11020512+0.00000000e+00j 0.11825736+0.00000000e+00j]","{'O', 'Si', 'Cu', 'N', 'Cl', 'Li', 'Hg', 'Ge', 'Cr', 'Zn'}"
3154,2,As48Cl4CrCu160Ge2N2S209Zn,"[0.00000000e+00+1.93945236e-05j 0.00000000e+00+8.48903383e-06j
 1.67467075e-05+0.00000000e+00j ... 5.44651041e-02+0.00000000e+00j
 6.66622520e-02+0.00000000e+00j 6.88278129e-02+0.00000000e+00j]","{'O', 'Si', 'Cu', 'N', 'Cl', 'Li', 'Hg', 'Ge', 'Cr', 'Zn'}"
3154,3,As52Cl2Cu160GeLiOS210,"[0.00000000e+00+1.87127195e-05j 0.00000000e+00+1.05671493e-05j
 2.07912897e-05+0.00000000e+00j ... 4.09769718e-02+0.00000000e+00j
 4.10884867e-02+0.00000000e+00j 1.09837614e-01+0.00000000e+00j]","{'O', 'Si', 'Cu', 'N', 'Cl', 'Li', 'Hg', 'Ge', 'Cr', 'Zn'}"
3154,4,As54Cl4Cu160NS209Zn,"[0.00000000e+00+1.72704715e-05j 5.10357976e-06+0.00000000e+00j
 1.40276243e-05+0.00000000e+00j ... 5.18054519e-02+0.00000000e+00j
 5.38221651e-02+0.00000000e+00j 7.09114775e-02+0.00000000e+00j]","{'O', 'Si', 'Cu', 'N', 'Cl', 'Li', 'Hg', 'Ge', 'Cr', 'Zn'}"
3154,5,As54Cu161NS213,"[0.00000000e+00+1.91194145e-05j 0.00000000e+00+4.59740388e-06j
 1.75484766e-05+0.00000000e+00j ... 5.20134114e-02+0.00000000e+00j
 5.22635969e-02+0.00000000e+00j 7.29542816e-02+0.00000000e+00j]","{'O', 'Si', 'Cu', 'N', 'Cl', 'Li', 'Hg', 'Ge', 'Cr', 'Zn'}"
3154,6,As52Cl2Cu160N3S208SiZn,"[0.00000000e+00+1.74096596e-05j 5.74209580e-06+0.00000000e+00j
 2.29475279e-05+0.00000000e+00j ... 6.39510108e-02+0.00000000e+00j
 7.00090528e-02+0.00000000e+00j 7.00600368e-02+0.00000000e+00j]","{'O', 'Si', 'Cu', 'N', 'Cl', 'Li', 'Hg', 'Ge', 'Cr', 'Zn'}"
3155,0,Cs144Cu144O144,"[0.00000000e+00+1.52109704e-05j 5.03941495e-06+0.00000000e+00j
 1.59798205e-05+0.00000000e+00j ... 8.13764320e-02+0.00000000e+00j
 8.13771099e-02+0.00000000e+00j 8.18500589e-02+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'Hg', 'Zn', 'F'}"
3155,1,Cs141Cu137F3NO137Zn2,"[0.00000000e+00+1.32891888e-05j 0.00000000e+00+6.78022422e-06j
 1.19727408e-05+0.00000000e+00j ... 9.01061030e-02+0.00000000e+00j
 9.02408166e-02+0.00000000e+00j 9.12652730e-02+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'Hg', 'Zn', 'F'}"
3155,2,Ba2Cs140Cu140FO143Sr,"[0.        +1.28347162e-02j 0.        +1.67084228e-05j
 0.        +1.47130147e-05j ... 0.08366119+0.00000000e+00j
 0.08415722+0.00000000e+00j 0.08687767+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'Hg', 'Zn', 'F'}"
3155,3,Ba2BrCs134Cu139FNO143,"[0.00000000e+00+1.16271653e-05j 7.67342408e-06+0.00000000e+00j
 1.13601987e-05+0.00000000e+00j ... 8.79779391e-02+0.00000000e+00j
 9.32981541e-02+0.00000000e+00j 1.01091754e-01+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'Hg', 'Zn', 'F'}"
3155,4,Ba2Cl2Cs138Cu142NO141Sr,"[0.        +2.20506525e-03j 0.        +9.82137485e-04j
 0.        +1.76440355e-05j ... 0.08631526+0.00000000e+00j
 0.08759207+0.00000000e+00j 0.09224628+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'Hg', 'Zn', 'F'}"
3155,5,Cs144Cu143FO143,"[0.        +1.34268155e-02j 0.        +1.07760703e-02j
 0.        +1.33169514e-05j ... 0.08127251+0.00000000e+00j
 0.08148041+0.00000000e+00j 0.08183637+0.00000000e+00j]","{'O', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'Hg', 'Zn', 'F'}"
3155,6,Cs137Cu137FO145,"[6.09655251e-06+0.j 8.53143152e-06+0.j 1.86069165e-05+0.j ...
 8.69739091e-02+0.j 8.82177114e-02+0.j 1.04943770e-01+0.j]","{'O', 'Ba', 'Sr', 'N', 'Cl', 'Br', 'Hg', 'Zn', 'F'}"
